COUNTRY,QTA_EVASA_TOTALE,DESCRIZIONE1
Norway,1147.0,ACCESSORI
Belarus,800.0,ACCESSORI
ANTIGUA AND BARBUDA,377.0,ACCESSORI
PHILIPPINES,329.0,ACCESSORI
YEMEN,249.0,ACCESSORI
Brazil,18.0,AGGIUNTA MOTORI MACCHINA
MEXICO,18.0,AGGIUNTA MOTORI MACCHINA
CROATIA,8.0,AGGIUNTA MOTORI MACCHINA
PERU,8.0,AGGIUNTA MOTORI MACCHINA
POLAND,8.0,AGGIUNTA MOTORI MACCHINA
Spain,430.0,ALBERO
MEXICO,421.0,ALBERO
USA,143.0,ALBERO
UNITED KINGDOM,111.0,ALBERO
ROMANIA,107.0,ALBERO
USA,574.0,ALBERO TONDO
MEXICO,443.0,ALBERO TONDO
Spain,356.0,ALBERO TONDO
CHINA,185.0,ALBERO TONDO
UNITED KINGDOM,180.0,ALBERO TONDO
MALAYSIA,55.0,ALIMENTATORE
MEXICO,40.0,ALIMENTATORE
PHILIPPINES,28.0,ALIMENTATORE
Iraq,26.0,ALIMENTATORE
CHINA,25.0,ALIMENTATORE
Spain,810.0,AMMORTIZZATORE
Iraq,792.0,AMMORTIZZATORE
MOROCCO,660.0,AMMORTIZZATORE
YEMEN,541.0,AMMORTIZZATORE
UNITED KINGDOM,535.0,AMMORTIZZATORE
Cape Verde,901.0,ANELLO
Belarus,744.0,ANELLO
PHILIPPINES,723.0,ANELLO
ANTIGUA AND BARBUDA,632.0,ANELLO
Norway,450.0,ANELLO
USA,134.0,ANELLO DI TENUTA
Spain,106.0,ANELLO DI TENUTA
Germany,48.0,ANELLO DI TENUTA
Portugal,44.0,ANELLO DI TENUTA
ITALY,41.0,ANELLO DI TENUTA
Brazil,200.0,ANELLO ELASTICO
MEXICO,180.0,ANELLO ELASTICO
Norway,128.0,ANELLO ELASTICO
Spain,100.0,ANELLO ELASTICO
Serbia,60.0,ANELLO ELASTICO
MEXICO,4495.0,ANELLO SEEGER
Germany,4374.0,ANELLO SEEGER
USA,2368.0,ANELLO SEEGER
Spain,2298.0,ANELLO SEEGER
Brazil,1311.0,ANELLO SEEGER
MEXICO,9.0,ATTACCO
TURKEY,9.0,ATTACCO
Macedonia,8.0,ATTACCO
Norway,8.0,ATTACCO
CROATIA,7.0,ATTACCO
Cape Verde,2706.0,BOCCOLA
Norway,1049.0,BOCCOLA
Belarus,792.0,BOCCOLA
ANTIGUA AND BARBUDA,788.0,BOCCOLA
MEXICO,272.0,BOCCOLA
MEXICO,4417.0,BUSSOLA
Spain,4112.0,BUSSOLA
Saudi Arabia,3601.0,BUSSOLA
Libya,2782.0,BUSSOLA
Iraq,2543.0,BUSSOLA
USA,69.0,CALETTATORE
MEXICO,48.0,CALETTATORE
PHILIPPINES,48.0,CALETTATORE
MALAYSIA,44.0,CALETTATORE
MOROCCO,41.0,CALETTATORE
MEXICO,1491.0,CAMERA D'ARIA
USA,465.0,CAMERA D'ARIA
Spain,350.0,CAMERA D'ARIA
MALAYSIA,290.0,CAMERA D'ARIA
RUSSIAN FEDERATION,245.0,CAMERA D'ARIA
Netherlands,14.0,CAMMA TONDA
POLAND,10.0,CAMMA TONDA
USA,9.0,CAMMA TONDA
ROMANIA,5.0,CAMMA TONDA
Bosnia and Herzegovina,4.0,CAMMA TONDA
UNITED KINGDOM,224.0,CARRELLO
USA,153.0,CARRELLO
Spain,140.0,CARRELLO
ROMANIA,126.0,CARRELLO
ITALY,111.0,CARRELLO
USA,151.0,CARTUCCIA
PHILIPPINES,83.0,CARTUCCIA
POLAND,64.0,CARTUCCIA
UNITED KINGDOM,48.0,CARTUCCIA
CHINA,46.0,CARTUCCIA
USA,381.0,CARTUCCIA FILTRO
UNITED KINGDOM,110.0,CARTUCCIA FILTRO
Spain,64.0,CARTUCCIA FILTRO
CHINA,54.0,CARTUCCIA FILTRO
JAMAICA,34.0,CARTUCCIA FILTRO
USA,287.0,CATARIFRANGENTE
UNITED KINGDOM,136.0,CATARIFRANGENTE
Ireland,116.0,CATARIFRANGENTE
Spain,98.0,CATARIFRANGENTE
Kuwait,86.0,CATARIFRANGENTE
MALDIVES,18289.5,CATENA
MEXICO,1530.0,CATENA
USA,925.0,CATENA
Spain,376.0,CATENA
Germany,256.64,CATENA
USA,113.0,CATENA SPECIALE
UNITED KINGDOM,80.0,CATENA SPECIALE
Germany,44.0,CATENA SPECIALE
THAILAND,23.0,CATENA SPECIALE
Islamic Republic of Iran,22.0,CATENA SPECIALE
USA,3704.0,CAVO
Spain,3494.0,CAVO
MEXICO,2810.0,CAVO
Dominican Republic,607.0,CAVO
ITALY,555.0,CAVO
USA,64.0,CAVO PRECABLATO
ALGERIA,55.0,CAVO PRECABLATO
Lebanon,51.0,CAVO PRECABLATO
UNITED KINGDOM,44.0,CAVO PRECABLATO
Cambodia,38.0,CAVO PRECABLATO
MEXICO,334.0,CILINDRO
Spain,280.0,CILINDRO
USA,227.0,CILINDRO
Iraq,194.0,CILINDRO
CHINA,160.0,CILINDRO
MEXICO,2442.0,CINGHIA DENTATA
USA,2390.0,CINGHIA DENTATA
CHINA,1982.0,CINGHIA DENTATA
Spain,1270.0,CINGHIA DENTATA
VIETNAM,973.0,CINGHIA DENTATA
USA,38.0,COLONNINA LUMINOSA
CHINA,20.0,COLONNINA LUMINOSA
MOROCCO,13.0,COLONNINA LUMINOSA
GUATEMALA,12.0,COLONNINA LUMINOSA
MEXICO,9.0,COLONNINA LUMINOSA
MEXICO,16.0,CONDIZIONATORE
MOROCCO,10.0,CONDIZIONATORE
CANADA,9.0,CONDIZIONATORE
GUATEMALA,6.0,CONDIZIONATORE
CHINA,5.0,CONDIZIONATORE
Saudi Arabia,203.0,CONNETTORE
Kuwait,177.0,CONNETTORE
UNITED KINGDOM,76.0,CONNETTORE
ALGERIA,71.0,CONNETTORE
ITALY,68.0,CONNETTORE
USA,236.0,CONTATTO
Saudi Arabia,84.0,CONTATTO
Iraq,51.0,CONTATTO
MEXICO,51.0,CONTATTO
JAMAICA,36.0,CONTATTO
MEXICO,12.0,COPRIMORSETTO
USA,12.0,COPRIMORSETTO
GUATEMALA,8.0,COPRIMORSETTO
Saudi Arabia,6.0,COPRIMORSETTO
Benin,4.0,COPRIMORSETTO
Indonesia,36.0,CORONA SEMPLICE
Spain,24.0,CORONA SEMPLICE
VIETNAM,24.0,CORONA SEMPLICE
CHINA,18.0,CORONA SEMPLICE
MALAYSIA,18.0,CORONA SEMPLICE
MEXICO,285.0,CUSCINETTO
Spain,276.0,CUSCINETTO
Norway,245.0,CUSCINETTO
Cape Verde,236.0,CUSCINETTO
USA,236.0,CUSCINETTO
MEXICO,215.0,CUSCINETTO A RULLI CONICI
USA,176.0,CUSCINETTO A RULLI CONICI
Brazil,112.0,CUSCINETTO A RULLI CONICI
Spain,88.0,CUSCINETTO A RULLI CONICI
Libya,51.0,CUSCINETTO A RULLI CONICI
ROMANIA,290.0,CUSCINETTO A RULLINI
MOROCCO,276.0,CUSCINETTO A RULLINI
MEXICO,146.0,CUSCINETTO A RULLINI
Canary Islands,122.0,CUSCINETTO A RULLINI
ALGERIA,121.0,CUSCINETTO A RULLINI
MEXICO,7539.0,CUSCINETTO A SFERE
USA,6911.0,CUSCINETTO A SFERE
Brazil,4859.0,CUSCINETTO A SFERE
Iraq,4191.0,CUSCINETTO A SFERE
Germany,4155.0,CUSCINETTO A SFERE
USA,1554.0,DADO ESAGONALE
MEXICO,1195.0,DADO ESAGONALE
UNITED KINGDOM,556.0,DADO ESAGONALE
YEMEN,430.0,DADO ESAGONALE
South Africa,339.0,DADO ESAGONALE
Belarus,1276.0,DISPOSITIVO
Cape Verde,1094.0,DISPOSITIVO
ANTIGUA AND BARBUDA,824.0,DISPOSITIVO
Norway,411.0,DISPOSITIVO
PHILIPPINES,343.0,DISPOSITIVO
MEXICO,2368.0,DISTANZIALE
USA,2188.0,DISTANZIALE
Sweden,1253.0,DISTANZIALE
Iraq,1207.0,DISTANZIALE
Spain,1194.0,DISTANZIALE
TURKEY,820.0,ELETTROVALVOLA
Iraq,603.0,ELETTROVALVOLA
ALGERIA,598.0,ELETTROVALVOLA
MEXICO,531.0,ELETTROVALVOLA
Spain,462.0,ELETTROVALVOLA
PHILIPPINES,415.0,FILTRO
MEXICO,215.0,FILTRO
UNITED KINGDOM,206.0,FILTRO
HAITI,130.0,FILTRO
USA,107.0,FILTRO
MEXICO,551.0,FINECORSA
USA,296.0,FINECORSA
UNITED KINGDOM,162.0,FINECORSA
Brazil,153.0,FINECORSA
CHINA,81.0,FINECORSA
MEXICO,1150.0,FOTOCELLULA
USA,1143.0,FOTOCELLULA
UNITED KINGDOM,399.0,FOTOCELLULA
CHINA,323.0,FOTOCELLULA
Brazil,274.0,FOTOCELLULA
COSTA RICA,146.0,FRENO CHIAVISTELLO
YEMEN,130.0,FRENO CHIAVISTELLO
MEXICO,114.0,FRENO CHIAVISTELLO
Iraq,112.0,FRENO CHIAVISTELLO
TURKEY,104.0,FRENO CHIAVISTELLO
MEXICO,409.0,FUSIBILE
PHILIPPINES,248.0,FUSIBILE
Qatar,228.0,FUSIBILE
CHINA,190.0,FUSIBILE
Brazil,166.0,FUSIBILE
USA,48.0,GENERATORE DI VUOTO
Spain,16.0,GENERATORE DI VUOTO
TUNISIA,11.0,GENERATORE DI VUOTO
Islamic Republic of Iran,10.0,GENERATORE DI VUOTO
Serbia,8.0,GENERATORE DI VUOTO
USA,505.0,GHIERA
MEXICO,426.0,GHIERA
Spain,354.0,GHIERA
Germany,330.0,GHIERA
MOROCCO,286.0,GHIERA
MEXICO,485.0,GIUNTO
UNITED KINGDOM,200.0,GIUNTO
USA,198.0,GIUNTO
Spain,164.0,GIUNTO
ITALY,84.0,GIUNTO
USA,213.0,GIUNTO CATENA
ITALY,42.0,GIUNTO CATENA
PHILIPPINES,38.0,GIUNTO CATENA
MEXICO,30.0,GIUNTO CATENA
South Korea,24.0,GIUNTO CATENA
Cape Verde,318.0,GOMMA
ANTIGUA AND BARBUDA,220.0,GOMMA
Belarus,140.0,GOMMA
GEORGIA,136.0,GOMMA
YEMEN,108.0,GOMMA
USA,3958.0,GRANO
MEXICO,3213.0,GRANO
Iraq,1484.0,GRANO
Slovakia,1340.0,GRANO
Germany,1238.0,GRANO
Portugal,4.0,GRIGLIA
MEXICO,3.0,GRIGLIA
Brazil,2.0,GRIGLIA
Kuwait,2.0,GRIGLIA
Qatar,2.0,GRIGLIA
Norway,93.0,GRUPPO
TUNISIA,37.0,GRUPPO
POLAND,30.0,GRUPPO
FRANCE,19.0,GRUPPO
Islamic Republic of Iran,17.0,GRUPPO
MEXICO,919.0,GRUPPO AGGIORNAMENTO
USA,280.0,GRUPPO AGGIORNAMENTO
ITALY,244.0,GRUPPO AGGIORNAMENTO
Spain,232.0,GRUPPO AGGIORNAMENTO
CHINA,214.0,GRUPPO AGGIORNAMENTO
TURKEY,41.0,GRUPPO ALBERO PORTA BOBINA
USA,38.0,GRUPPO ALBERO PORTA BOBINA
MEXICO,34.0,GRUPPO ALBERO PORTA BOBINA
UNITED KINGDOM,29.0,GRUPPO ALBERO PORTA BOBINA
POLAND,27.0,GRUPPO ALBERO PORTA BOBINA
USA,1720.0,GRUPPO BARRE DIVISORI
MEXICO,834.0,GRUPPO BARRE DIVISORI
Spain,260.0,GRUPPO BARRE DIVISORI
Germany,257.0,GRUPPO BARRE DIVISORI
TURKEY,200.0,GRUPPO BARRE DIVISORI
MEXICO,97.0,GRUPPO BILANCELLE
USA,75.0,GRUPPO BILANCELLE
ITALY,50.0,GRUPPO BILANCELLE
UNITED KINGDOM,46.0,GRUPPO BILANCELLE
Slovakia,32.0,GRUPPO BILANCELLE
MEXICO,265.0,GRUPPO BORDO MACCHINA
USA,61.0,GRUPPO BORDO MACCHINA
Spain,60.0,GRUPPO BORDO MACCHINA
Brazil,43.0,GRUPPO BORDO MACCHINA
GUATEMALA,31.0,GRUPPO BORDO MACCHINA
Cambodia,33.0,GRUPPO BUSSOLA DI SOFFIAGGIO
KENYA,31.0,GRUPPO BUSSOLA DI SOFFIAGGIO
TURKEY,29.0,GRUPPO BUSSOLA DI SOFFIAGGIO
Spain,28.0,GRUPPO BUSSOLA DI SOFFIAGGIO
Qatar,27.0,GRUPPO BUSSOLA DI SOFFIAGGIO
Spain,18.0,GRUPPO CATENA FORNO
Bulgaria,14.0,GRUPPO CATENA FORNO
ALGERIA,11.0,GRUPPO CATENA FORNO
Canary Islands,6.0,GRUPPO CATENA FORNO
EGYPT,4.0,GRUPPO CATENA FORNO
USA,434.0,GRUPPO CATENE
CHINA,181.0,GRUPPO CATENE
MEXICO,173.0,GRUPPO CATENE
Spain,104.0,GRUPPO CATENE
ITALY,63.0,GRUPPO CATENE
Spain,106.0,GRUPPO CILINDRO
Iraq,87.0,GRUPPO CILINDRO
TURKEY,63.0,GRUPPO CILINDRO
USA,62.0,GRUPPO CILINDRO
MEXICO,58.0,GRUPPO CILINDRO
MEXICO,1485.0,GRUPPO COLTELLO
USA,1256.0,GRUPPO COLTELLO
Spain,906.0,GRUPPO COLTELLO
UNITED KINGDOM,386.0,GRUPPO COLTELLO
Brazil,316.0,GRUPPO COLTELLO
MEXICO,111.0,GRUPPO ELETTROVALVOLA
USA,104.0,GRUPPO ELETTROVALVOLA
Iraq,79.0,GRUPPO ELETTROVALVOLA
Brazil,42.0,GRUPPO ELETTROVALVOLA
PAKISTAN,40.0,GRUPPO ELETTROVALVOLA
UNITED KINGDOM,11.0,GRUPPO ENTRATA TAPPETO AVVOLGITORE
ALBANIA,6.0,GRUPPO ENTRATA TAPPETO AVVOLGITORE
Chile,6.0,GRUPPO ENTRATA TAPPETO AVVOLGITORE
Spain,6.0,GRUPPO ENTRATA TAPPETO AVVOLGITORE
MEXICO,5.0,GRUPPO ENTRATA TAPPETO AVVOLGITORE
USA,1647.0,GRUPPO FORMATRICE
CHINA,1606.0,GRUPPO FORMATRICE
Indonesia,814.0,GRUPPO FORMATRICE
Spain,804.0,GRUPPO FORMATRICE
ITALY,482.0,GRUPPO FORMATRICE
Cambodia,53.0,GRUPPO FORNO
Brazil,51.0,GRUPPO FORNO
MEXICO,40.0,GRUPPO FORNO
Iraq,31.0,GRUPPO FORNO
PHILIPPINES,24.0,GRUPPO FORNO
USA,69.0,GRUPPO FOTOCELLULA
Iraq,25.0,GRUPPO FOTOCELLULA
ROMANIA,24.0,GRUPPO FOTOCELLULA
MEXICO,21.0,GRUPPO FOTOCELLULA
YEMEN,21.0,GRUPPO FOTOCELLULA
USA,28.0,GRUPPO GUIDE CATENA
POLAND,16.0,GRUPPO GUIDE CATENA
MEXICO,11.0,GRUPPO GUIDE CATENA
"Congo, Republic of",10.0,GRUPPO GUIDE CATENA
COLOMBIA,9.0,GRUPPO GUIDE CATENA
MEXICO,667.0,GRUPPO IMPIANTO PNEUMATICO
USA,477.0,GRUPPO IMPIANTO PNEUMATICO
Iraq,168.0,GRUPPO IMPIANTO PNEUMATICO
Spain,142.0,GRUPPO IMPIANTO PNEUMATICO
ROMANIA,125.0,GRUPPO IMPIANTO PNEUMATICO
Lebanon,153.0,GRUPPO INGRESSO PALLETTIZZATORE
Indonesia,144.0,GRUPPO INGRESSO PALLETTIZZATORE
MEXICO,115.0,GRUPPO INGRESSO PALLETTIZZATORE
YEMEN,113.0,GRUPPO INGRESSO PALLETTIZZATORE
POLAND,66.0,GRUPPO INGRESSO PALLETTIZZATORE
USA,221.0,GRUPPO MAGAZZINO CARTONI
CHINA,72.0,GRUPPO MAGAZZINO CARTONI
Indonesia,26.0,GRUPPO MAGAZZINO CARTONI
Spain,26.0,GRUPPO MAGAZZINO CARTONI
CANADA,16.0,GRUPPO MAGAZZINO CARTONI
TURKEY,340.0,GRUPPO MANDRINO PASSO 50
South Africa,114.0,GRUPPO MANDRINO PASSO 50
Democratic Rep. of the Congo,104.0,GRUPPO MANDRINO PASSO 50
MOROCCO,60.0,GRUPPO MANDRINO PASSO 50
MEXICO,53.0,GRUPPO MANDRINO PASSO 50
USA,342.0,GRUPPO MOTORE
CHINA,198.0,GRUPPO MOTORE
MALAYSIA,154.0,GRUPPO MOTORE
ITALY,137.0,GRUPPO MOTORE
Spain,128.0,GRUPPO MOTORE
UNITED KINGDOM,160.0,GRUPPO NASTRO
MEXICO,125.0,GRUPPO NASTRO
MALAYSIA,56.0,GRUPPO NASTRO
FRANCE,45.0,GRUPPO NASTRO
Spain,42.0,GRUPPO NASTRO
MEXICO,984.0,GRUPPO NASTRO INGRESSO
USA,741.0,GRUPPO NASTRO INGRESSO
UNITED KINGDOM,620.0,GRUPPO NASTRO INGRESSO
Iraq,316.0,GRUPPO NASTRO INGRESSO
Spain,298.0,GRUPPO NASTRO INGRESSO
UNITED KINGDOM,160.0,GRUPPO PALLETTIZZATORE
PHILIPPINES,134.0,GRUPPO PALLETTIZZATORE
MALAYSIA,85.0,GRUPPO PALLETTIZZATORE
POLAND,77.0,GRUPPO PALLETTIZZATORE
ALGERIA,74.0,GRUPPO PALLETTIZZATORE
MEXICO,172.0,GRUPPO PINZA FRENO
USA,35.0,GRUPPO PINZA FRENO
POLAND,24.0,GRUPPO PINZA FRENO
Brazil,20.0,GRUPPO PINZA FRENO
EGYPT,20.0,GRUPPO PINZA FRENO
Spain,44.0,GRUPPO PISTONE DI SOFFIAGGIO
Libya,24.0,GRUPPO PISTONE DI SOFFIAGGIO
ROMANIA,16.0,GRUPPO PISTONE DI SOFFIAGGIO
UGANDA,12.0,GRUPPO PISTONE DI SOFFIAGGIO
TURKEY,10.0,GRUPPO PISTONE DI SOFFIAGGIO
MEXICO,1400.0,GRUPPO QUADRO MACCHINA
ITALY,420.0,GRUPPO QUADRO MACCHINA
USA,384.0,GRUPPO QUADRO MACCHINA
Spain,376.0,GRUPPO QUADRO MACCHINA
Iraq,339.0,GRUPPO QUADRO MACCHINA
Spain,3312.0,GRUPPO RICAMBI
ALGERIA,2739.0,GRUPPO RICAMBI
MEXICO,2456.0,GRUPPO RICAMBI
Iraq,2367.0,GRUPPO RICAMBI
TURKEY,2259.0,GRUPPO RICAMBI
MEXICO,448.0,GRUPPO RINVIO
USA,385.0,GRUPPO RINVIO
UNITED KINGDOM,194.0,GRUPPO RINVIO
Spain,162.0,GRUPPO RINVIO
MALAYSIA,126.0,GRUPPO RINVIO
UNITED ARAB EMIRATES,4.0,GRUPPO RULLO
Islamic Republic of Iran,2.0,GRUPPO RULLO
Lithuania,1.0,GRUPPO RULLO
RUSSIAN FEDERATION,1.0,GRUPPO RULLO
AFGHANISTAN,0.0,GRUPPO RULLO
MEXICO,545.0,GRUPPO SALDATORE
USA,293.0,GRUPPO SALDATORE
Spain,136.0,GRUPPO SALDATORE
UNITED KINGDOM,128.0,GRUPPO SALDATORE
Brazil,113.0,GRUPPO SALDATORE
MEXICO,150.0,GRUPPO SEPARATORE
Brazil,31.0,GRUPPO SEPARATORE
ITALY,30.0,GRUPPO SEPARATORE
Spain,28.0,GRUPPO SEPARATORE
CHINA,19.0,GRUPPO SEPARATORE
MEXICO,863.0,GRUPPO SEPARATORE ELETTRONICO
Spain,274.0,GRUPPO SEPARATORE ELETTRONICO
TURKEY,139.0,GRUPPO SEPARATORE ELETTRONICO
UNITED KINGDOM,136.0,GRUPPO SEPARATORE ELETTRONICO
Serbia,102.0,GRUPPO SEPARATORE ELETTRONICO
USA,47.0,GRUPPO SFOGLIATORE
MEXICO,40.0,GRUPPO SFOGLIATORE
ROMANIA,28.0,GRUPPO SFOGLIATORE
Bosnia and Herzegovina,24.0,GRUPPO SFOGLIATORE
CHINA,18.0,GRUPPO SFOGLIATORE
MEXICO,1230.0,GRUPPO SPECIFICHE
USA,661.0,GRUPPO SPECIFICHE
Spain,466.0,GRUPPO SPECIFICHE
TURKEY,414.0,GRUPPO SPECIFICHE
UNITED KINGDOM,236.0,GRUPPO SPECIFICHE
MEXICO,198.0,GRUPPO TAPPETO
Brazil,81.0,GRUPPO TAPPETO
Spain,66.0,GRUPPO TAPPETO
USA,61.0,GRUPPO TAPPETO
UNITED KINGDOM,44.0,GRUPPO TAPPETO
USA,646.0,GRUPPO TENDITORE
MEXICO,638.0,GRUPPO TENDITORE
Spain,316.0,GRUPPO TENDITORE
Brazil,260.0,GRUPPO TENDITORE
Saudi Arabia,259.0,GRUPPO TENDITORE
MOROCCO,13.0,GRUPPO TRATTAMENTO ARIA
UNITED ARAB EMIRATES,7.0,GRUPPO TRATTAMENTO ARIA
Iraq,6.0,GRUPPO TRATTAMENTO ARIA
ROMANIA,4.0,GRUPPO TRATTAMENTO ARIA
UGANDA,4.0,GRUPPO TRATTAMENTO ARIA
Norway,9132.0,GUARNIZIONE
Cape Verde,7227.0,GUARNIZIONE
ANTIGUA AND BARBUDA,6450.0,GUARNIZIONE
Spain,6288.0,GUARNIZIONE
Belarus,5721.0,GUARNIZIONE
Serbia,25165.0,GUIDA
Spain,15920.0,GUIDA
TAIWAN R.O.C.,5562.0,GUIDA
USA,3707.0,GUIDA
CHINA,2775.0,GUIDA
MEXICO,2383.0,GUIDA CATENA
USA,2200.0,GUIDA CATENA
Spain,1896.0,GUIDA CATENA
POLAND,823.0,GUIDA CATENA
CHINA,794.0,GUIDA CATENA
MEXICO,702.0,INNESTO
Spain,176.0,INNESTO
Brazil,82.0,INNESTO
Serbia,75.0,INNESTO
RUSSIAN FEDERATION,67.0,INNESTO
USA,15.0,INTERRUTTORE
PHILIPPINES,12.0,INTERRUTTORE
MEXICO,8.0,INTERRUTTORE
MOROCCO,7.0,INTERRUTTORE
MALAYSIA,6.0,INTERRUTTORE
Spain,16.0,INV
UNITED KINGDOM,14.0,INV
TRINIDAD AND TOBAGO,8.0,INV
TURKEY,7.0,INV
Norway,6.0,INV
MOROCCO,31.0,ISOLA ANALOGICA 16 INGRESSI UL
TURKEY,24.0,ISOLA ANALOGICA 16 INGRESSI UL
RUSSIAN FEDERATION,19.0,ISOLA ANALOGICA 16 INGRESSI UL
MEXICO,17.0,ISOLA ANALOGICA 16 INGRESSI UL
ITALY,10.0,ISOLA ANALOGICA 16 INGRESSI UL
MEXICO,80.0,ISOLA ANALOGICA PWM UL
USA,49.0,ISOLA ANALOGICA PWM UL
ITALY,45.0,ISOLA ANALOGICA PWM UL
TURKEY,38.0,ISOLA ANALOGICA PWM UL
EGYPT,27.0,ISOLA ANALOGICA PWM UL
MEXICO,425.0,ISOLA DIGITALE UL
USA,199.0,ISOLA DIGITALE UL
Spain,186.0,ISOLA DIGITALE UL
ITALY,156.0,ISOLA DIGITALE UL
TURKEY,128.0,ISOLA DIGITALE UL
MEXICO,2751.0,LAMA
Spain,798.0,LAMA
UNITED KINGDOM,726.0,LAMA
USA,559.0,LAMA
ITALY,448.0,LAMA
MOROCCO,1495.0,LAMPADA INFRAROSSO
Spain,1250.0,LAMPADA INFRAROSSO
ALGERIA,1237.0,LAMPADA INFRAROSSO
MEXICO,1050.0,LAMPADA INFRAROSSO
Saudi Arabia,914.0,LAMPADA INFRAROSSO
CHINA,6108.0,LEVA
USA,2264.0,LEVA
Spain,800.0,LEVA
VIETNAM,611.0,LEVA
MEXICO,502.0,LEVA
USA,864.0,LINGUETTA
Germany,495.0,LINGUETTA
UNITED KINGDOM,290.0,LINGUETTA
Spain,272.0,LINGUETTA
POLAND,208.0,LINGUETTA
MEXICO,3056.0,MANIGLIA
USA,1211.0,MANIGLIA
TURKEY,470.0,MANIGLIA
COLOMBIA,468.0,MANIGLIA
RUSSIAN FEDERATION,430.0,MANIGLIA
USA,41.0,MANIGLIONE
MEXICO,10.0,MANIGLIONE
MALAYSIA,6.0,MANIGLIONE
ITALY,5.0,MANIGLIONE
GUATEMALA,4.0,MANIGLIONE
MOROCCO,38.0,MANOMETRO
USA,33.0,MANOMETRO
Qatar,23.0,MANOMETRO
ALGERIA,20.0,MANOMETRO
TUNISIA,17.0,MANOMETRO
MEXICO,81.0,MARTS
USA,40.0,MARTS
TURKEY,35.0,MARTS
ITALY,28.0,MARTS
RUSSIAN FEDERATION,18.0,MARTS
USA,177.0,MEMORIA DI MASSA PROGRAMMATA
Spain,126.0,MEMORIA DI MASSA PROGRAMMATA
UNITED KINGDOM,74.0,MEMORIA DI MASSA PROGRAMMATA
VIETNAM,68.0,MEMORIA DI MASSA PROGRAMMATA
TURKEY,65.0,MEMORIA DI MASSA PROGRAMMATA
MEXICO,740.0,MODULO
ALGERIA,657.0,MODULO
UNITED KINGDOM,578.0,MODULO
USA,551.0,MODULO
CHINA,509.0,MODULO
USA,17.0,MODULO PRINCIPALE
MEXICO,16.0,MODULO PRINCIPALE
GUATEMALA,11.0,MODULO PRINCIPALE
MALAYSIA,9.0,MODULO PRINCIPALE
MOROCCO,9.0,MODULO PRINCIPALE
MEXICO,4.0,MODULO PRINCIPALE (Prog)
UGANDA,3.0,MODULO PRINCIPALE (Prog)
Brazil,2.0,MODULO PRINCIPALE (Prog)
ETHIOPIA,2.0,MODULO PRINCIPALE (Prog)
Saudi Arabia,2.0,MODULO PRINCIPALE (Prog)
ALGERIA,72.0,MODULO SICUREZZE
USA,61.0,MODULO SICUREZZE
MALAYSIA,48.0,MODULO SICUREZZE
Iraq,35.0,MODULO SICUREZZE
MEXICO,30.0,MODULO SICUREZZE
MEXICO,5936.0,MOLLA
Spain,4776.0,MOLLA
USA,3400.0,MOLLA
MOROCCO,1517.0,MOLLA
PHILIPPINES,1261.0,MOLLA
MEXICO,5175.0,MOLLA A COMPRESSIONE
Spain,4312.0,MOLLA A COMPRESSIONE
TURKEY,3355.0,MOLLA A COMPRESSIONE
Lithuania,2392.0,MOLLA A COMPRESSIONE
Canary Islands,2059.0,MOLLA A COMPRESSIONE
MEXICO,570.0,MOLLA A GAS
USA,185.0,MOLLA A GAS
UNITED KINGDOM,180.0,MOLLA A GAS
Spain,148.0,MOLLA A GAS
ITALY,129.0,MOLLA A GAS
Brazil,281.0,MOLLA A TRAZIONE
Iraq,183.0,MOLLA A TRAZIONE
CHINA,182.0,MOLLA A TRAZIONE
PHILIPPINES,107.0,MOLLA A TRAZIONE
Saudi Arabia,99.0,MOLLA A TRAZIONE
USA,2098.0,MOLLETTA APERTA
ITALY,420.0,MOLLETTA APERTA
Argentina,270.0,MOLLETTA APERTA
PHILIPPINES,170.0,MOLLETTA APERTA
CHINA,134.0,MOLLETTA APERTA
USA,558.0,MORSETTO
Saudi Arabia,477.0,MORSETTO
MEXICO,430.0,MORSETTO
CHINA,392.0,MORSETTO
Serbia,380.0,MORSETTO
USA,127.0,MOTORE ASINCRONO
MEXICO,79.0,MOTORE ASINCRONO
ALGERIA,29.0,MOTORE ASINCRONO
Spain,24.0,MOTORE ASINCRONO
MALAYSIA,21.0,MOTORE ASINCRONO
UNITED KINGDOM,88.0,MOTORE BRUSHLESS CON DRIVER INTEGRATO
CHINA,59.0,MOTORE BRUSHLESS CON DRIVER INTEGRATO
MEXICO,53.0,MOTORE BRUSHLESS CON DRIVER INTEGRATO
Saudi Arabia,37.0,MOTORE BRUSHLESS CON DRIVER INTEGRATO
ALGERIA,35.0,MOTORE BRUSHLESS CON DRIVER INTEGRATO
MEXICO,61.0,MOTORIDUTTORE
USA,45.0,MOTORIDUTTORE
Iraq,39.0,MOTORIDUTTORE
Spain,38.0,MOTORIDUTTORE
PHILIPPINES,25.0,MOTORIDUTTORE
MEXICO,738.0,MOZZO
CHINA,496.0,MOZZO
USA,314.0,MOZZO
Spain,262.0,MOZZO
VIETNAM,244.0,MOZZO
MEXICO,2097547.41,NASTRO
CHINA,1522805.02,NASTRO
USA,1413176.12,NASTRO
VIETNAM,843443.7,NASTRO
Spain,727459.62,NASTRO
MEXICO,6475.0,PERNO
Spain,3198.0,PERNO
USA,2525.0,PERNO
Iraq,2521.0,PERNO
