COUNTRY,QTA_ORDINATA_TOTALE,DESCRIZIONE1
ANTIGUA AND BARBUDA,30.0,CINGHIA
South Africa,320.0,DISCO
CANADA,106.0,DISCO
Qatar,85.0,DISCO
MALDIVES,74.0,DISCO
PHILIPPINES,53.0,DISCO
CHINA,967.0,GRUPPO GIUNTO CATENA
USA,915.0,GRUPPO GIUNTO CATENA
MEXICO,725.0,GRUPPO GIUNTO CATENA
Islamic Republic of Iran,547.0,GRUPPO GIUNTO CATENA
UNITED KINGDOM,469.0,GRUPPO GIUNTO CATENA
ROMANIA,9.0,GRUPPO ORIENTATORE
MEXICO,7.0,GRUPPO ORIENTATORE
Iraq,6.0,GRUPPO ORIENTATORE
MOROCCO,5.0,GRUPPO ORIENTATORE
UGANDA,5.0,GRUPPO ORIENTATORE
UZBEKISTAN,6.0,INDICATORE
Saudi Arabia,5.0,INDICATORE
MOROCCO,4.0,INDICATORE
Qatar,4.0,INDICATORE
South Africa,4.0,INDICATORE
THAILAND,500.0,KIT
ALGERIA,383.0,KIT
PHILIPPINES,343.0,KIT
Saudi Arabia,208.0,KIT
Qatar,202.0,KIT
Saudi Arabia,10.0,MICROCHILLER
ANTIGUA AND BARBUDA,9.0,MICROCHILLER
MOROCCO,7.0,MICROCHILLER
COLOMBIA,5.0,MICROCHILLER
Iraq,4.0,MICROCHILLER
Spain,3332.0,MOLLA A TAZZA
MEXICO,2898.0,MOLLA A TAZZA
Iraq,2834.0,MOLLA A TAZZA
Saudi Arabia,2440.0,MOLLA A TAZZA
YEMEN,1980.0,MOLLA A TAZZA
UNITED KINGDOM,71.0,PISTOLA
USA,43.0,PISTOLA
CHINA,27.0,PISTOLA
India,27.0,PISTOLA
MEXICO,24.0,PISTOLA
ROMANIA,220.0,PRESA PREFORME (PCO/BPF/267Novembal)
RUSSIAN FEDERATION,75.0,PRESA PREFORME (PCO/BPF/267Novembal)
ANTIGUA AND BARBUDA,60.0,PRESA PREFORME (PCO/BPF/267Novembal)
Kuwait,60.0,PRESA PREFORME (PCO/BPF/267Novembal)
Norway,50.0,PRESA PREFORME (PCO/BPF/267Novembal)
KENYA,2196.0,PRESA PREFORME PCO/BPF/267Novembal
UKRAINE,776.0,PRESA PREFORME PCO/BPF/267Novembal
Cape Verde,768.0,PRESA PREFORME PCO/BPF/267Novembal
ALGERIA,673.0,PRESA PREFORME PCO/BPF/267Novembal
Brazil,504.0,PRESA PREFORME PCO/BPF/267Novembal
Qatar,96.0,PULEGGIA
PHILIPPINES,60.0,PULEGGIA
ANTIGUA AND BARBUDA,18.0,PULEGGIA
YEMEN,14.0,PULEGGIA
ALGERIA,2.0,PULEGGIA
Spain,1784.0,RALLA
Saudi Arabia,1418.0,RALLA
YEMEN,1062.0,RALLA
UKRAINE,1044.0,RALLA
MEXICO,1022.0,RALLA
Senegal,10.0,RESISTORE TH
ANTIGUA AND BARBUDA,7.0,RESISTORE TH
ALGERIA,4.0,RESISTORE TH
Syria,4.0,RESISTORE TH
RUSSIAN FEDERATION,2.0,RESISTORE TH
Iraq,8.0,SCAMBIATORE
JAPAN,8.0,SCAMBIATORE
FRANCE,7.0,SCAMBIATORE
Portugal,4.0,SCAMBIATORE
Argentina,3.0,SCAMBIATORE
MALAYSIA,26.0,SCATOLA
Islamic Republic of Iran,22.0,SCATOLA
MEXICO,22.0,SCATOLA
THAILAND,21.0,SCATOLA
COLOMBIA,19.0,SCATOLA
ALGERIA,1049.0,SPAZZOLA
Saudi Arabia,450.0,SPAZZOLA
Qatar,317.0,SPAZZOLA
Islamic Republic of Iran,316.0,SPAZZOLA
TURKEY,298.0,SPAZZOLA
MEXICO,164.0,SPONDA
USA,138.0,SPONDA
CHINA,66.0,SPONDA
Brazil,52.0,SPONDA
Portugal,44.0,SPONDA
YEMEN,2080.0,VITE
Cape Verde,1241.0,VITE
ANTIGUA AND BARBUDA,730.0,VITE
PHILIPPINES,615.0,VITE
Norway,279.0,VITE
USA,47.0,ARGANELLO
ITALY,42.0,ARGANELLO
MEXICO,24.0,ARGANELLO
CHINA,21.0,ARGANELLO
UNITED KINGDOM,18.0,ARGANELLO
Serbia,255.0,AW-6060 ANTICORODAL ESTRUSO
CROATIA,99.0,AW-6060 ANTICORODAL ESTRUSO
MEXICO,93.0,AW-6060 ANTICORODAL ESTRUSO
AUSTRALIA,90.0,AW-6060 ANTICORODAL ESTRUSO
ALBANIA,60.0,AW-6060 ANTICORODAL ESTRUSO
MALAYSIA,110.0,BATTERIA
CHINA,82.0,BATTERIA
USA,82.0,BATTERIA
MEXICO,78.0,BATTERIA
Spain,54.0,BATTERIA
Portugal,3520.0,FERMAGLIO
AUSTRALIA,1110.0,FERMAGLIO
MEXICO,891.0,FERMAGLIO
RUSSIAN FEDERATION,637.0,FERMAGLIO
Saudi Arabia,320.0,FERMAGLIO
MEXICO,156.0,GRUPPO AVVOLGITORE REG.
USA,32.0,GRUPPO AVVOLGITORE REG.
TURKEY,31.0,GRUPPO AVVOLGITORE REG.
Spain,28.0,GRUPPO AVVOLGITORE REG.
Canary Islands,23.0,GRUPPO AVVOLGITORE REG.
Saudi Arabia,80.0,PORTACONTATTI
USA,69.0,PORTACONTATTI
THAILAND,66.0,PORTACONTATTI
Oman,36.0,PORTACONTATTI
AUSTRALIA,32.0,PORTACONTATTI
PAKISTAN,135.0,PORTAFUSIBILE
Qatar,62.0,PORTAFUSIBILE
CHINA,58.0,PORTAFUSIBILE
Iraq,55.0,PORTAFUSIBILE
Kazakhstan,40.0,PORTAFUSIBILE
Saudi Arabia,62.0,PORTALAMPADA
USA,28.0,PORTALAMPADA
THAILAND,18.0,PORTALAMPADA
PAKISTAN,15.0,PORTALAMPADA
Oman,12.0,PORTALAMPADA
Spain,544.0,TERMOSTATO
MEXICO,265.0,TERMOSTATO
USA,253.0,TERMOSTATO
MALAYSIA,116.0,TERMOSTATO
CHINA,98.0,TERMOSTATO
Islamic Republic of Iran,31.0,TRASFORMATORE
MEXICO,27.0,TRASFORMATORE
MALAYSIA,20.0,TRASFORMATORE
PHILIPPINES,17.0,TRASFORMATORE
USA,15.0,TRASFORMATORE
CHINA,573.0,CINGHIA TONDA
VIETNAM,420.0,CINGHIA TONDA
MALAYSIA,379.0,CINGHIA TONDA
USA,371.0,CINGHIA TONDA
AUSTRALIA,269.0,CINGHIA TONDA
MEXICO,16.0,CORONA DOPPIA
CHINA,11.0,CORONA DOPPIA
Saudi Arabia,6.0,CORONA DOPPIA
Serbia,6.0,CORONA DOPPIA
ALGERIA,3.0,CORONA DOPPIA
MEXICO,1406.0,MANOPOLA
USA,343.0,MANOPOLA
UNITED KINGDOM,246.0,MANOPOLA
India,229.0,MANOPOLA
CHINA,199.0,MANOPOLA
MEXICO,1042.0,PETTINE
ITALY,805.0,PETTINE
Brazil,595.0,PETTINE
Spain,464.0,PETTINE
Kazakhstan,360.0,PETTINE
CHINA,1789.0,BANDIERINA
UNITED KINGDOM,289.0,BANDIERINA
Kazakhstan,192.0,BANDIERINA
EGYPT,165.0,BANDIERINA
Brazil,160.0,BANDIERINA
Saudi Arabia,801.0,CAPPUCCIO SGANCIO PREF.
Spain,756.0,CAPPUCCIO SGANCIO PREF.
ALGERIA,252.0,CAPPUCCIO SGANCIO PREF.
MOROCCO,217.0,CAPPUCCIO SGANCIO PREF.
Angola (including Cabinda),200.0,CAPPUCCIO SGANCIO PREF.
USA,153.0,CUSCINETTO A RULLI CILINDRICI
UGANDA,102.0,CUSCINETTO A RULLI CILINDRICI
Angola (including Cabinda),100.0,CUSCINETTO A RULLI CILINDRICI
ALGERIA,86.0,CUSCINETTO A RULLI CILINDRICI
JAMAICA,63.0,CUSCINETTO A RULLI CILINDRICI
RUSSIAN FEDERATION,836.0,CUSCINETTO RADIALE RULLINI
TURKEY,688.0,CUSCINETTO RADIALE RULLINI
MOROCCO,652.0,CUSCINETTO RADIALE RULLINI
Canary Islands,562.0,CUSCINETTO RADIALE RULLINI
ROMANIA,481.0,CUSCINETTO RADIALE RULLINI
CHINA,1111.0,CUSCINETTO RADIALE SFERE
Brazil,927.0,CUSCINETTO RADIALE SFERE
Indonesia,885.0,CUSCINETTO RADIALE SFERE
Spain,854.0,CUSCINETTO RADIALE SFERE
MEXICO,841.0,CUSCINETTO RADIALE SFERE
MEXICO,257.0,GRUPPO BANDIERINE
TURKEY,174.0,GRUPPO BANDIERINE
India,148.0,GRUPPO BANDIERINE
USA,145.0,GRUPPO BANDIERINE
Spain,136.0,GRUPPO BANDIERINE
Angola (including Cabinda),6.0,GRUPPO CARRELLO SOLLEVA BOBINA
French Guiana,2.0,GRUPPO CARRELLO SOLLEVA BOBINA
AFGHANISTAN,0.0,GRUPPO CARRELLO SOLLEVA BOBINA
ALBANIA,0.0,GRUPPO CARRELLO SOLLEVA BOBINA
ALGERIA,0.0,GRUPPO CARRELLO SOLLEVA BOBINA
ALGERIA,27.0,GRUPPO COLLETTORE ACQUA
Iraq,24.0,GRUPPO COLLETTORE ACQUA
Saudi Arabia,21.0,GRUPPO COLLETTORE ACQUA
Canary Islands,20.0,GRUPPO COLLETTORE ACQUA
TURKEY,20.0,GRUPPO COLLETTORE ACQUA
MEXICO,31.0,GRUPPO COLTELLO CON CINGHIA
COLOMBIA,7.0,GRUPPO COLTELLO CON CINGHIA
UNITED KINGDOM,7.0,GRUPPO COLTELLO CON CINGHIA
Belgium,6.0,GRUPPO COLTELLO CON CINGHIA
Saudi Arabia,6.0,GRUPPO COLTELLO CON CINGHIA
BANGLADESH,115.0,GRUPPO GIOSTRA
ALGERIA,40.0,GRUPPO GIOSTRA
Iraq,40.0,GRUPPO GIOSTRA
Islamic Republic of Iran,33.0,GRUPPO GIOSTRA
ZAMBIA,25.0,GRUPPO GIOSTRA
TURKEY,287.0,GRUPPO MANDRINO PASSO 80
Angola (including Cabinda),222.0,GRUPPO MANDRINO PASSO 80
MOROCCO,125.0,GRUPPO MANDRINO PASSO 80
ALGERIA,30.0,GRUPPO MANDRINO PASSO 80
Spain,4.0,GRUPPO MANDRINO PASSO 80
VIETNAM,31.0,GRUPPO PROTEZIONI FORNO
EGYPT,28.0,GRUPPO PROTEZIONI FORNO
COLOMBIA,21.0,GRUPPO PROTEZIONI FORNO
MEXICO,16.0,GRUPPO PROTEZIONI FORNO
ITALY,14.0,GRUPPO PROTEZIONI FORNO
MEXICO,121.0,GRUPPO TAPPETO SEPARATORE
Islamic Republic of Iran,64.0,GRUPPO TAPPETO SEPARATORE
Saudi Arabia,63.0,GRUPPO TAPPETO SEPARATORE
India,57.0,GRUPPO TAPPETO SEPARATORE
TUNISIA,43.0,GRUPPO TAPPETO SEPARATORE
ALGERIA,24.0,GRUPPO TENDITORE BARRE
Angola (including Cabinda),18.0,GRUPPO TENDITORE BARRE
HONDURAS,4.0,GRUPPO TENDITORE BARRE
CHINA,1.0,GRUPPO TENDITORE BARRE
India,1.0,GRUPPO TENDITORE BARRE
MEXICO,206.0,MOLLA A TORSIONE
India,95.0,MOLLA A TORSIONE
EGYPT,75.0,MOLLA A TORSIONE
PAKISTAN,47.0,MOLLA A TORSIONE
TURKEY,42.0,MOLLA A TORSIONE
ALGERIA,2146.0,PRESA PREFORME
POLAND,1186.0,PRESA PREFORME
CHINA,1007.0,PRESA PREFORME
MOROCCO,789.0,PRESA PREFORME
ZAMBIA,754.0,PRESA PREFORME
Israel,212.0,PRESA PREFORME (38Bericap/3P)
South Africa,120.0,PRESA PREFORME (38Bericap/3P)
MOROCCO,104.0,PRESA PREFORME (38Bericap/3P)
Angola (including Cabinda),100.0,PRESA PREFORME (38Bericap/3P)
Portugal,52.0,PRESA PREFORME (38Bericap/3P)
ALGERIA,1634.0,PRESA PREFORME 38/33
MOROCCO,1373.0,PRESA PREFORME 38/33
RUSSIAN FEDERATION,1020.0,PRESA PREFORME 38/33
Qatar,909.0,PRESA PREFORME 38/33
South Africa,549.0,PRESA PREFORME 38/33
MEXICO,58.0,SQUADRETTA
ALGERIA,16.0,SQUADRETTA
Angola (including Cabinda),8.0,SQUADRETTA
Israel,8.0,SQUADRETTA
India,6.0,SQUADRETTA
MOROCCO,486.0,STAFFA
TURKEY,300.0,STAFFA
Islamic Republic of Iran,255.0,STAFFA
Iraq,212.0,STAFFA
Syria,200.0,STAFFA
Saudi Arabia,36.0,STELLA SR
Spain,18.0,STELLA SR
ALGERIA,15.0,STELLA SR
UKRAINE,15.0,STELLA SR
Islamic Republic of Iran,12.0,STELLA SR
USA,587.0,UNITA' MAGNETICA
ITALY,361.0,UNITA' MAGNETICA
UNITED KINGDOM,342.0,UNITA' MAGNETICA
Portugal,164.0,UNITA' MAGNETICA
CROATIA,148.0,UNITA' MAGNETICA
USA,1308.0,VITE SPECIALE
MEXICO,452.0,VITE SPECIALE
Portugal,352.0,VITE SPECIALE
Argentina,297.0,VITE SPECIALE
Germany,256.0,VITE SPECIALE
YEMEN,1000.0,VITE TCREI
Saudi Arabia,440.0,VITE TCREI
Iraq,266.0,VITE TCREI
Libya,140.0,VITE TCREI
Angola (including Cabinda),128.0,VITE TCREI
USA,436.0,VITE TEF
MEXICO,290.0,VITE TEF
Germany,220.0,VITE TEF
CHINA,164.0,VITE TEF
Spain,160.0,VITE TEF
Angola (including Cabinda),20.0,VITE TSPTX AUTOFORMANTE
ITALY,20.0,VITE TSPTX AUTOFORMANTE
Spain,20.0,VITE TSPTX AUTOFORMANTE
UNITED KINGDOM,18.0,VITE TSPTX AUTOFORMANTE
AFGHANISTAN,0.0,VITE TSPTX AUTOFORMANTE
USA,133.0,ALBERO SCANALATO
Spain,128.0,ALBERO SCANALATO
CHINA,78.0,ALBERO SCANALATO
Portugal,68.0,ALBERO SCANALATO
ITALY,65.0,ALBERO SCANALATO
UNITED KINGDOM,16.0,ANCORAGGIO
Germany,8.0,ANCORAGGIO
Islamic Republic of Iran,8.0,ANCORAGGIO
MOROCCO,5.0,ANCORAGGIO
RUSSIAN FEDERATION,5.0,ANCORAGGIO
MEXICO,109.0,BARRA
ITALY,92.0,BARRA
India,66.0,BARRA
CHINA,49.0,BARRA
South Africa,44.0,BARRA
Saudi Arabia,86.0,BARRA ANTISTATICA
MEXICO,79.0,BARRA ANTISTATICA
USA,54.0,BARRA ANTISTATICA
TURKEY,52.0,BARRA ANTISTATICA
TUNISIA,44.0,BARRA ANTISTATICA
Spain,2352.0,CAPOCORDA
Brazil,1356.0,CAPOCORDA
MEXICO,399.0,CAPOCORDA
South Africa,200.0,CAPOCORDA
SAINT LUCIA,159.0,CAPOCORDA
Germany,73.0,COPERCHIO
ITALY,54.0,COPERCHIO
Argentina,10.0,COPERCHIO
USA,8.0,COPERCHIO
CHINA,6.0,COPERCHIO
Sudan,300.0,COPIGLIA
Germany,60.0,COPIGLIA
RUSSIAN FEDERATION,48.0,COPIGLIA
CHINA,41.0,COPIGLIA
South Africa,30.0,COPIGLIA
USA,40.0,COSMOS (PROG.)
Brazil,37.0,COSMOS (PROG.)
THAILAND,28.0,COSMOS (PROG.)
ALGERIA,25.0,COSMOS (PROG.)
MEXICO,23.0,COSMOS (PROG.)
USA,21.0,CUSTODIA
Argentina,10.0,CUSTODIA
Syria,5.0,CUSTODIA
Bulgaria,1.0,CUSTODIA
Islamic Republic of Iran,1.0,CUSTODIA
Lithuania,90.0,DADO QUADRO
"Congo, Republic of",50.0,DADO QUADRO
MEXICO,20.0,DADO QUADRO
Nigeria,10.0,DADO QUADRO
CROATIA,6.0,DADO QUADRO
PHILIPPINES,216.0,DIAFRAMMA
EGYPT,71.0,DIAFRAMMA
Saudi Arabia,65.0,DIAFRAMMA
Islamic Republic of Iran,46.0,DIAFRAMMA
CHINA,40.0,DIAFRAMMA
ALGERIA,4.0,ELETTROMAGNETE
MALAYSIA,3.0,ELETTROMAGNETE
Islamic Republic of Iran,2.0,ELETTROMAGNETE
Argentina,1.0,ELETTROMAGNETE
Saudi Arabia,1.0,ELETTROMAGNETE
USA,16.0,FASCETTA
MALAYSIA,8.0,FASCETTA
ITALY,4.0,FASCETTA
Oman,4.0,FASCETTA
Saudi Arabia,4.0,FASCETTA
MEXICO,34.0,GRUPPO ALBERO P.BOBINA
USA,19.0,GRUPPO ALBERO P.BOBINA
South Africa,16.0,GRUPPO ALBERO P.BOBINA
Islamic Republic of Iran,13.0,GRUPPO ALBERO P.BOBINA
EGYPT,12.0,GRUPPO ALBERO P.BOBINA
MEXICO,90.0,GRUPPO AVVOLGITORE REGOLABILE
Spain,50.0,GRUPPO AVVOLGITORE REGOLABILE
TURKEY,39.0,GRUPPO AVVOLGITORE REGOLABILE
USA,37.0,GRUPPO AVVOLGITORE REGOLABILE
POLAND,35.0,GRUPPO AVVOLGITORE REGOLABILE
RUSSIAN FEDERATION,14.0,GRUPPO COLLETTORE ARIA
Iraq,12.0,GRUPPO COLLETTORE ARIA
Portugal,10.0,GRUPPO COLLETTORE ARIA
Spain,10.0,GRUPPO COLLETTORE ARIA
ALGERIA,9.0,GRUPPO COLLETTORE ARIA
India,124.0,GRUPPO GUIDA LATERALE
CROATIA,48.0,GRUPPO GUIDA LATERALE
MEXICO,40.0,GRUPPO GUIDA LATERALE
EGYPT,38.0,GRUPPO GUIDA LATERALE
Indonesia,30.0,GRUPPO GUIDA LATERALE
MEXICO,71.0,GRUPPO GUIDA SPACCAFLUSSO
CHINA,65.0,GRUPPO GUIDA SPACCAFLUSSO
USA,59.0,GRUPPO GUIDA SPACCAFLUSSO
Iraq,41.0,GRUPPO GUIDA SPACCAFLUSSO
VIETNAM,38.0,GRUPPO GUIDA SPACCAFLUSSO
Spain,338.0,GRUPPO MANDRINO
MOROCCO,229.0,GRUPPO MANDRINO
Argentina,61.0,GRUPPO MANDRINO
TURKEY,21.0,GRUPPO MANDRINO
Canary Islands,5.0,GRUPPO MANDRINO
MOROCCO,372.0,"GRUPPO MANDRINO PASSO 42,5 - 53,7"
TURKEY,104.0,"GRUPPO MANDRINO PASSO 42,5 - 53,7"
ZAMBIA,80.0,"GRUPPO MANDRINO PASSO 42,5 - 53,7"
PHILIPPINES,66.0,"GRUPPO MANDRINO PASSO 42,5 - 53,7"
Iraq,54.0,"GRUPPO MANDRINO PASSO 42,5 - 53,7"
TURKEY,4.0,GRUPPO MOTORIZZAZIONE
VIETNAM,3.0,GRUPPO MOTORIZZAZIONE
COLOMBIA,2.0,GRUPPO MOTORIZZAZIONE
Dominican Republic,2.0,GRUPPO MOTORIZZAZIONE
Spain,2.0,GRUPPO MOTORIZZAZIONE
USA,327.0,GRUPPO PRINCIPALE
MEXICO,188.0,GRUPPO PRINCIPALE
Spain,158.0,GRUPPO PRINCIPALE
TURKEY,142.0,GRUPPO PRINCIPALE
POLAND,136.0,GRUPPO PRINCIPALE
Portugal,26.0,GRUPPO SPONDE REGOLABILI
MEXICO,24.0,GRUPPO SPONDE REGOLABILI
MOROCCO,23.0,GRUPPO SPONDE REGOLABILI
UNITED KINGDOM,11.0,GRUPPO SPONDE REGOLABILI
COLOMBIA,10.0,GRUPPO SPONDE REGOLABILI
MEXICO,10.0,GRUPPO TAPPETO AVVOLGITORE
PAKISTAN,5.0,GRUPPO TAPPETO AVVOLGITORE
USA,5.0,GRUPPO TAPPETO AVVOLGITORE
MALAYSIA,4.0,GRUPPO TAPPETO AVVOLGITORE
POLAND,3.0,GRUPPO TAPPETO AVVOLGITORE
USA,9.0,GRUPPO TAPPETO USCITA AVVOL.
MEXICO,4.0,GRUPPO TAPPETO USCITA AVVOL.
FRANCE,2.0,GRUPPO TAPPETO USCITA AVVOL.
South Africa,2.0,GRUPPO TAPPETO USCITA AVVOL.
Argentina,1.0,GRUPPO TAPPETO USCITA AVVOL.
Spain,1020.0,GUAINA
MEXICO,280.0,GUAINA
Brazil,210.0,GUAINA
SAINT LUCIA,190.0,GUAINA
USA,52.0,GUAINA
USA,22.0,INDICATORE LUMINOSO
Iraq,8.0,INDICATORE LUMINOSO
MALAYSIA,7.0,INDICATORE LUMINOSO
Switzerland,6.0,INDICATORE LUMINOSO
TRINIDAD AND TOBAGO,5.0,INDICATORE LUMINOSO
USA,36.0,MANOVELLA
MEXICO,35.0,MANOVELLA
AUSTRALIA,22.0,MANOVELLA
Spain,22.0,MANOVELLA
MOROCCO,9.0,MANOVELLA
MEXICO,38.0,MOTORE ASINCRONO CON INVERTER
USA,28.0,MOTORE ASINCRONO CON INVERTER
CANADA,10.0,MOTORE ASINCRONO CON INVERTER
MALAYSIA,10.0,MOTORE ASINCRONO CON INVERTER
Brazil,8.0,MOTORE ASINCRONO CON INVERTER
CHINA,129.0,PANNELLO
VIETNAM,84.0,PANNELLO
PAKISTAN,49.0,PANNELLO
MEXICO,33.0,PANNELLO
Myanmar,24.0,PANNELLO
ALGERIA,188.0,PASTIGLIA FRENO
BANGLADESH,108.0,PASTIGLIA FRENO
Saudi Arabia,70.0,PASTIGLIA FRENO
Qatar,34.0,PASTIGLIA FRENO
UNITED KINGDOM,32.0,PASTIGLIA FRENO
ALGERIA,46.0,PINZA FRENO
MOROCCO,28.0,PINZA FRENO
Islamic Republic of Iran,20.0,PINZA FRENO
Saudi Arabia,19.0,PINZA FRENO
YEMEN,16.0,PINZA FRENO
MEXICO,2176.0,PIOLO
Brazil,1367.0,PIOLO
Spain,618.0,PIOLO
Portugal,530.0,PIOLO
EGYPT,420.0,PIOLO
USA,11.0,POMPA OLIO
CHINA,9.0,POMPA OLIO
MEXICO,9.0,POMPA OLIO
EGYPT,8.0,POMPA OLIO
ITALY,8.0,POMPA OLIO
BANGLADESH,1068.0,PRESA PREFORME 48 Snap-on
Argentina,375.0,PRESA PREFORME 48 Snap-on
AFGHANISTAN,0.0,PRESA PREFORME 48 Snap-on
ALBANIA,0.0,PRESA PREFORME 48 Snap-on
ALGERIA,0.0,PRESA PREFORME 48 Snap-on
MEXICO,775.0,PRESA PREFORME 48/41
Canary Islands,626.0,PRESA PREFORME 48/41
Spain,626.0,PRESA PREFORME 48/41
ALGERIA,558.0,PRESA PREFORME 48/41
TURKEY,534.0,PRESA PREFORME 48/41
Iraq,368.0,PROFILO GUIDA CATENA
VIETNAM,361.0,PROFILO GUIDA CATENA
PHILIPPINES,259.0,PROFILO GUIDA CATENA
Greece,236.0,PROFILO GUIDA CATENA
TURKEY,185.0,PROFILO GUIDA CATENA
USA,151.0,PROTEZIONE
MEXICO,119.0,PROTEZIONE
CHINA,101.0,PROTEZIONE
Spain,80.0,PROTEZIONE
Greece,59.0,PROTEZIONE
Netherlands,46.0,RIGA MILLIMETRATA
CHINA,41.0,RIGA MILLIMETRATA
MOROCCO,24.0,RIGA MILLIMETRATA
USA,24.0,RIGA MILLIMETRATA
Lebanon,20.0,RIGA MILLIMETRATA
USA,2652.0,RIVETTO
MEXICO,2350.0,RIVETTO
CHINA,2150.0,RIVETTO
THAILAND,2100.0,RIVETTO
MALAYSIA,1500.0,RIVETTO
AUSTRALIA,10.0,RUBINETTO
MALDIVES,4.0,RUBINETTO
CANADA,2.0,RUBINETTO
VIETNAM,2.0,RUBINETTO
YEMEN,2.0,RUBINETTO
USA,57.0,RUOTA DENTATA
Germany,28.0,RUOTA DENTATA
Spain,18.0,RUOTA DENTATA
PAKISTAN,13.0,RUOTA DENTATA
COLOMBIA,12.0,RUOTA DENTATA
Israel,10.0,SENSORE TH ROHS
COSTA RICA,8.0,SENSORE TH ROHS
Iraq,8.0,SENSORE TH ROHS
Islamic Republic of Iran,8.0,SENSORE TH ROHS
PHILIPPINES,4.0,SENSORE TH ROHS
TURKEY,56.0,SERBATOIO
Indonesia,24.0,SERBATOIO
CHINA,12.0,SERBATOIO
UGANDA,11.0,SERBATOIO
Argentina,10.0,SERBATOIO
TRINIDAD AND TOBAGO,20.0,SISTEMA DI GIUNZIONE
"Lao, People's Dem. Rep.",12.0,SISTEMA DI GIUNZIONE
SAINT LUCIA,12.0,SISTEMA DI GIUNZIONE
USA,10.0,SISTEMA DI GIUNZIONE
Islamic Republic of Iran,9.0,SISTEMA DI GIUNZIONE
Spain,16.0,SOTTOASSIEME
ITALY,12.0,SOTTOASSIEME
MALAYSIA,5.0,SOTTOASSIEME
Libya,4.0,SOTTOASSIEME
AUSTRALIA,3.0,SOTTOASSIEME
Canary Islands,1703.0,SPINA
TURKEY,1680.0,SPINA
Saudi Arabia,1329.0,SPINA
MOROCCO,906.0,SPINA
Islamic Republic of Iran,820.0,SPINA
USA,76.0,STELLA
MOROCCO,70.0,STELLA
MEXICO,62.0,STELLA
ROMANIA,52.0,STELLA
Spain,44.0,STELLA
TURKEY,143.0,TRASMISSIONE ALLUNGABILE
CHINA,42.0,TRASMISSIONE ALLUNGABILE
Spain,34.0,TRASMISSIONE ALLUNGABILE
UNITED KINGDOM,31.0,TRASMISSIONE ALLUNGABILE
AUSTRALIA,30.0,TRASMISSIONE ALLUNGABILE
MEXICO,357.0,TUBOLARE
CHINA,202.0,TUBOLARE
USA,128.0,TUBOLARE
Portugal,96.0,TUBOLARE
Spain,90.0,TUBOLARE
USA,50.0,VASCA RACCOGLI LIQUIDI
JAMAICA,26.0,VASCA RACCOGLI LIQUIDI
Brazil,9.0,VASCA RACCOGLI LIQUIDI
Portugal,4.0,VASCA RACCOGLI LIQUIDI
ZAMBIA,4.0,VASCA RACCOGLI LIQUIDI
Brazil,60.0,ZOCCOLO
Saudi Arabia,53.0,ZOCCOLO
CHINA,31.0,ZOCCOLO
Islamic Republic of Iran,30.0,ZOCCOLO
FRANCE,16.0,ZOCCOLO
MEXICO,35.0,ALBERO FILETTATO
USA,34.0,ALBERO FILETTATO
MALAYSIA,28.0,ALBERO FILETTATO
CHINA,25.0,ALBERO FILETTATO
Serbia,23.0,ALBERO FILETTATO
CHINA,68.0,ALBERO QUADRO
USA,23.0,ALBERO QUADRO
MEXICO,21.0,ALBERO QUADRO
Lebanon,16.0,ALBERO QUADRO
THAILAND,13.0,ALBERO QUADRO
Spain,426.0,ANELLO INTERNO
MOROCCO,368.0,ANELLO INTERNO
ALGERIA,294.0,ANELLO INTERNO
FRANCE,283.0,ANELLO INTERNO
Libya,145.0,ANELLO INTERNO
PHILIPPINES,175.0,CATENA DOPPIA
MEXICO,83.0,CATENA DOPPIA
CHINA,57.69921875,CATENA DOPPIA
Brazil,49.796875,CATENA DOPPIA
South Africa,36.0,CATENA DOPPIA
CHINA,16.0,FRENO
Brazil,8.0,FRENO
TAIWAN R.O.C.,6.0,FRENO
AUSTRIA,4.0,FRENO
Greece,4.0,FRENO
ITALY,256.0,GRUPPO CHIUDI PACCO
ROMANIA,150.0,GRUPPO CHIUDI PACCO
AUSTRIA,100.0,GRUPPO CHIUDI PACCO
UNITED KINGDOM,83.0,GRUPPO CHIUDI PACCO
Portugal,48.0,GRUPPO CHIUDI PACCO
UNITED KINGDOM,42.0,GRUPPO FORMATRICE INFERIORE
ITALY,37.0,GRUPPO FORMATRICE INFERIORE
TUNISIA,6.0,GRUPPO FORMATRICE INFERIORE
ROMANIA,3.0,GRUPPO FORMATRICE INFERIORE
AUSTRIA,2.0,GRUPPO FORMATRICE INFERIORE
ITALY,11.0,GRUPPO INGRESSO CARTONI
Portugal,6.0,GRUPPO INGRESSO CARTONI
ROMANIA,4.0,GRUPPO INGRESSO CARTONI
Spain,4.0,GRUPPO INGRESSO CARTONI
MOROCCO,3.0,GRUPPO INGRESSO CARTONI
RUSSIAN FEDERATION,305.0,"GRUPPO MANDRINO PASSO 44,82"
Qatar,115.0,"GRUPPO MANDRINO PASSO 44,82"
COLOMBIA,91.0,"GRUPPO MANDRINO PASSO 44,82"
ITALY,83.0,"GRUPPO MANDRINO PASSO 44,82"
India,16.0,"GRUPPO MANDRINO PASSO 44,82"
Portugal,72.0,GRUPPO STRUTTURA
MOROCCO,32.0,GRUPPO STRUTTURA
